               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,            0.054527,            0.034044,           0.0076869,             0.39498,             0.32621,             0.31123,             0.12849,            0.062598,            0.057178,            0.011583,            0.008119,            0.008119,            0.008119
                  21,            0.055932,            0.033206,           0.0071702,              0.4243,              0.3422,             0.32127,              0.1243,            0.060273,            0.054922,            0.011012,             0.00802,             0.00802,             0.00802
                  22,            0.053641,            0.033953,           0.0074193,              0.4324,             0.41377,             0.36573,              0.1547,            0.058009,            0.054556,            0.010623,            0.007921,            0.007921,            0.007921
                  23,            0.053054,            0.035613,           0.0066273,             0.37778,             0.33424,             0.33816,             0.14565,            0.060733,            0.054914,            0.010931,            0.007822,            0.007822,            0.007822
                  24,            0.052605,             0.03189,           0.0056915,             0.64545,             0.28758,             0.34105,             0.14448,             0.05746,            0.057988,            0.010366,            0.007723,            0.007723,            0.007723
                  25,            0.053856,            0.033726,            0.006644,             0.44633,             0.30853,             0.31181,             0.13352,            0.058997,            0.059289,            0.011142,            0.007624,            0.007624,            0.007624
                  26,            0.054255,            0.034722,           0.0063916,              0.4493,             0.34063,             0.32794,             0.14076,            0.058768,            0.057527,             0.01154,            0.007525,            0.007525,            0.007525
                  27,            0.051204,            0.032982,           0.0054418,             0.38313,             0.36973,             0.35937,             0.15131,            0.058441,            0.057973,            0.010089,            0.007426,            0.007426,            0.007426
                  28,            0.049853,            0.031535,           0.0054937,             0.47152,             0.35092,             0.37897,             0.15057,            0.059509,            0.058114,           0.0099329,            0.007327,            0.007327,            0.007327
                  29,            0.051007,            0.030548,            0.005108,             0.49528,             0.32708,             0.35134,             0.14688,            0.058549,            0.055206,            0.011183,            0.007228,            0.007228,            0.007228
                  30,            0.051036,            0.033022,           0.0054095,             0.54693,             0.32567,             0.33801,             0.14176,            0.059068,            0.058504,            0.011231,            0.007129,            0.007129,            0.007129
                  31,            0.050161,            0.031793,           0.0054139,             0.50757,             0.34586,             0.36407,             0.15269,            0.058515,            0.057044,            0.011471,             0.00703,             0.00703,             0.00703
                  32,             0.05023,            0.031892,           0.0044397,             0.63818,             0.26724,             0.32728,             0.13897,            0.060722,            0.059431,            0.012764,            0.006931,            0.006931,            0.006931
                   0,             0.10833,            0.074483,            0.038725,           0.0060334,             0.36777,            0.027447,           0.0059922,            0.089637,            0.074804,            0.024106,              0.0706,           0.0032667,           0.0032667
                   1,            0.090304,            0.055462,             0.02351,             0.80733,            0.082501,            0.040832,            0.012484,            0.090115,             0.04979,            0.017297,            0.040535,           0.0065347,           0.0065347
                   2,             0.09072,            0.043476,            0.017931,             0.77723,            0.068139,            0.030663,            0.007175,              0.0936,            0.045679,            0.015743,            0.010403,           0.0097367,           0.0097367
                   3,            0.084877,            0.040104,            0.017238,             0.79145,            0.083488,             0.05173,             0.01508,             0.08687,            0.048804,            0.013886,            0.009703,            0.009703,            0.009703
                   4,            0.079364,             0.04001,            0.016148,             0.36082,             0.21424,            0.085651,            0.027738,            0.081423,            0.048783,            0.013652,            0.009703,            0.009703,            0.009703
                   5,            0.073731,            0.041089,            0.015165,             0.69216,             0.15137,             0.16121,            0.058079,            0.072383,            0.051873,            0.013941,            0.009604,            0.009604,            0.009604
                   6,            0.068757,            0.038481,            0.014346,             0.66611,             0.18928,             0.17335,            0.063365,            0.066803,            0.052971,            0.013362,            0.009505,            0.009505,            0.009505
                   7,            0.065602,            0.038964,            0.013107,             0.19881,             0.30902,             0.19007,            0.071038,            0.069024,            0.052535,            0.012765,            0.009406,            0.009406,            0.009406
                   8,             0.06382,            0.038831,            0.013035,             0.29812,              0.2893,             0.18977,            0.062493,            0.067607,             0.05214,              0.0116,            0.009307,            0.009307,            0.009307
                   9,            0.063145,            0.039279,            0.011906,             0.24865,             0.28281,             0.23567,            0.097951,            0.065714,             0.05852,            0.012252,            0.009208,            0.009208,            0.009208
                  10,            0.062842,            0.038676,            0.012093,             0.39319,             0.29816,             0.22545,            0.091204,             0.06464,             0.05169,            0.012091,            0.009109,            0.009109,            0.009109
                  11,             0.05888,            0.036715,           0.0099812,             0.23642,             0.27292,             0.19003,            0.079667,            0.067356,            0.053235,            0.012735,             0.00901,             0.00901,             0.00901
                  12,            0.060244,            0.036854,            0.011114,              0.2656,             0.30719,             0.24875,            0.097213,             0.06485,            0.054082,            0.012392,            0.008911,            0.008911,            0.008911
                  13,            0.059886,            0.034831,            0.010551,             0.27547,             0.26041,             0.25546,             0.09867,            0.061921,            0.054135,            0.011641,            0.008812,            0.008812,            0.008812
                  14,            0.059965,            0.036454,           0.0098654,             0.31121,             0.36418,             0.25907,             0.10345,            0.061206,            0.054525,            0.012268,            0.008713,            0.008713,            0.008713
                  15,            0.058724,             0.03709,           0.0083617,              0.3371,             0.30609,             0.30099,             0.11099,            0.061288,            0.054531,            0.011783,            0.008614,            0.008614,            0.008614
                  16,            0.056795,            0.035387,           0.0084302,             0.24744,             0.31495,             0.29742,             0.11022,            0.060834,            0.055571,            0.011798,            0.008515,            0.008515,            0.008515
                  17,            0.056171,             0.03473,           0.0089232,             0.37135,               0.357,             0.31454,             0.12845,             0.06258,            0.054926,            0.012393,            0.008416,            0.008416,            0.008416
                  18,            0.057913,            0.037267,           0.0082259,             0.33989,             0.35232,              0.3194,              0.1294,             0.06001,            0.054109,            0.011706,            0.008317,            0.008317,            0.008317
